Código do Cliente,Tipo de Negócio,Cidade,Estado,Solicitacao de Cadastro,Data da Conclusão de analise do time B,Analista time B,StatusFinal
135121354,7,Campanha,Minas Gerais,2020-11-28 13:11:14.223,2020-11-28 18:00:00,Débora,Aprovado
185604927,4,Campos Belos,Goiás,2020-12-07 15:30:20.740,2020-12-10 17:09:03,Fernando,Aprovado
26429716,4,Palmas,Tocantins,2021-04-02 10:20:20.753,2021-04-03 10:51:19,Débora,Aprovado
26752085,10,Cavalcante,Goiás,2020-12-04 13:03:44.357,2020-12-04 18:00:00,Débora,Aprovado
26800753,7,Maceió,Alagoas,2020-12-31 18:00:00.000,2021-01-02 11:33:02,Débora,Aprovado
30087425,8,Taquara,Rio Grande do Sul,2021-04-02 15:15:02.430,2021-04-03 15:28:26,Fernando,Aprovado
30399740,1,Porto Velho,Rondônia,2021-06-19 18:00:00.000,2021-06-21 13:29:49,Débora,Aprovado
32840345,4,Salto Grande,São Paulo,2020-12-07 12:30:23.853,2020-12-07 18:00:00,Débora,Aprovado
35746311,6,Piên,Paraná,2021-01-25 15:48:32.013,2021-01-28 16:58:45,Débora,Aprovado
38620987,7,Santa Rosa do Sul,Santa Catarina,2020-12-21 14:26:19.260,2020-12-25 13:33:24,Fernando,Aprovado
40181470,10,Uruguaiana,Rio Grande do Sul,2021-04-29 09:00:00.000,2021-04-30 09:29:42,Débora,Aprovado
40351266,3,Lunardelli,Paraná,2021-04-26 16:22:54.573,2021-04-29 11:44:46,Débora,Aprovado
66641182,2,Sirinhaém,Pernambuco,2021-04-10 18:00:00.000,2021-04-11 18:00:00,Fernando,Aprovado
73011227,8,Barra de São Francisco,Espírito Santo,2021-03-19 09:00:00.000,2021-03-19 12:20:47,Débora,Aprovado
170083773,1,Paraíso do Tocantins,Tocantins,2021-05-17 15:36:22.983,2021-05-17 18:00:00,Fernando,Aprovado
182814996,8,Barra de Guabiraba,Pernambuco,2021-05-13 13:46:02.397,2021-05-14 18:00:00,Fernando,Aprovado
210333965,10,São Borja,Rio Grande do Sul,2021-05-20 14:34:35.623,2021-05-21 16:00:44,Débora,Aprovado
26836336,7,Rolândia,Paraná,2021-01-23 18:00:00.000,2021-01-24 13:36:12,Débora,Aprovado
45727143,9,Cícero Dantas,Bahia,2021-05-21 11:54:19.123,2021-05-22 13:26:10,Débora,Aprovado
46388752,4,Ibaiti,Paraná,2021-01-21 13:48:22.200,2021-01-21 16:54:09,Débora,Aprovado
47999033,6,Salinas,Minas Gerais,2020-12-17 16:50:08.730,2020-12-19 14:54:58,Fernando,Aprovado
77561249,1,Erechim,Rio Grande do Sul,2021-07-17 17:25:51.907,2021-07-18 17:18:59,Débora,Aprovado
214533836,2,Araruama,Rio de Janeiro,2021-04-08 16:06:53.960,2021-04-09 18:00:00,Débora,Aprovado
227294899,5,Mamanguape,Paraíba,2020-12-21 11:26:00.313,2020-12-25 13:15:31,Fernando,Aprovado
233240199,5,Ivoti,Rio Grande do Sul,2021-07-11 18:00:00.000,2021-07-12 15:49:59,Débora,Aprovado
42037118,10,Foz do Iguaçu,Paraná,2021-05-27 17:42:59.247,2021-05-28 18:00:00,Fernando,Aprovado
44077551,10,Campo Grande,Mato Grosso do Sul,2021-02-21 15:28:31.927,2021-02-20 12:05:12,Débora,Aprovado
46306956,6,Linhares,Espírito Santo,2021-07-02 16:19:02.587,2021-07-03 18:00:00,Débora,Aprovado
185476657,5,Mogi das Cruzes,São Paulo,2021-01-21 09:00:00.000,2021-01-21 13:04:27,Débora,Aprovado
223594748,6,Presidente Getúlio,Santa Catarina,2021-04-15 18:00:00.000,2021-04-16 16:25:09,Débora,Aprovado
225008790,2,Itaúna,Minas Gerais,2020-12-14 15:27:51.470,2020-12-18 13:23:22,Fernando,Aprovado
34478820,8,Jaguapitã,Paraná,2021-07-18 13:47:21.717,2021-07-19 11:50:46,Débora,Aprovado
37981465,5,Bagé,Rio Grande do Sul,2021-02-05 16:39:35.737,2021-02-05 18:00:00,Fernando,Aprovado
43427669,8,Acreúna,Goiás,2021-05-20 10:06:44.653,2021-05-21 14:26:43,Débora,Aprovado
43454465,4,Nazareno,Minas Gerais,2021-06-25 14:03:16.120,2021-06-26 14:16:04,Fernando,Aprovado
185382121,10,Palmares,Pernambuco,2021-07-08 18:00:00.000,2021-07-10 18:00:00,Débora,Aprovado
201552408,4,Apiúna,Santa Catarina,2021-04-11 18:00:00.000,2021-04-12 18:00:00,Fernando,Aprovado
212560275,8,Goiatuba,Goiás,2021-03-01 14:04:57.933,2021-03-04 11:34:01,Débora,Aprovado
232417196,9,Niterói,Rio de Janeiro,2021-03-20 18:00:00.000,2021-03-22 10:09:30,Débora,Aprovado
24860938,6,Itapura,São Paulo,2020-12-19 18:00:00.000,2020-12-21 17:14:38,Fernando,Aprovado
26140385,4,Guaramirim,Santa Catarina,2021-01-25 10:51:23.683,2021-01-25 18:00:00,Débora,Aprovado
27976537,2,Rio de Janeiro,Rio de Janeiro,2020-11-20 18:00:00.000,2020-11-22 14:20:21,Débora,Aprovado
31251692,3,Pirenópolis,Goiás,2021-04-29 09:00:00.000,2021-04-29 18:00:00,Fernando,Aprovado
31754057,8,Dionísio Cerqueira,Santa Catarina,2021-04-19 16:56:32.647,2021-04-22 10:29:04,Débora,Aprovado
31990784,3,Salgueiro,Pernambuco,2021-04-10 16:01:05.130,2021-04-11 12:16:05,Débora,Aprovado
32646921,2,Belém,Pará,2021-05-15 17:20:35.487,2021-05-17 10:57:35,Débora,Aprovado
36278587,10,Brasília,Distrito Federal,2021-01-18 18:00:00.000,2021-01-21 16:56:58,Débora,Aprovado
41808053,10,Congonhinhas,Paraná,2020-11-15 18:00:00.000,2020-11-16 13:15:11,Débora,Aprovado
41966011,4,Ariquemes,Rondônia,2021-03-20 09:34:51.327,2021-03-21 10:46:22,Débora,Aprovado
43059975,4,Arceburgo,Minas Gerais,2021-07-08 09:32:23.227,2021-07-09 18:00:00,Débora,Aprovado
43322191,1,Boa Ventura de São Roque,Paraná,2021-03-25 10:41:23.113,2021-03-26 12:19:02,Débora,Aprovado
48334178,10,São Paulo,São Paulo,2020-12-21 14:53:01.670,2020-12-24 18:00:00,Fernando,Aprovado
56876895,9,Brumadinho,Minas Gerais,2021-04-18 18:00:00.000,2021-04-22 10:03:11,Débora,Aprovado
75231762,8,Paranavaí,Paraná,2021-01-02 15:34:31.210,2021-01-03 12:16:15,Débora,Aprovado
105599022,6,Jeceaba,Minas Gerais,2020-12-21 16:25:32.740,2020-12-25 13:29:04,Fernando,Aprovado
125674911,3,Porto Velho,Rondônia,2021-06-19 17:56:41.110,2021-06-20 18:00:00,Fernando,Aprovado
134046901,10,Uberlândia,Minas Gerais,2020-12-14 14:32:43.470,2020-12-17 17:57:17,Fernando,Aprovado
139918853,9,Vargem Grande do Sul,São Paulo,2021-07-03 13:22:17.353,2021-07-04 14:10:22,Fernando,Aprovado
203666521,2,Rio de Janeiro,Rio de Janeiro,2021-04-23 10:58:34.040,2021-04-25 14:10:44,Débora,Aprovado
204912471,7,Foz do Iguaçu,Paraná,2021-03-15 12:54:44.577,2021-03-18 12:54:44,Débora,Aprovado
27012930,5,Barueri,São Paulo,2020-11-14 16:17:13.947,2020-11-15 10:27:39,Débora,Aprovado
27735613,7,Colatina,Espírito Santo,2020-11-22 14:39:35.137,2020-11-23 16:42:38,Luiz,Aprovado
32734932,1,Vitória,Espírito Santo,2020-12-26 18:00:00.000,2020-12-31 09:39:43,Débora,Aprovado
45171580,6,São Paulo,São Paulo,2021-07-08 12:07:40.820,2021-07-09 15:17:34,Débora,Aprovado
105962439,2,Londrina,Paraná,2021-02-05 15:17:47.610,2021-02-05 18:00:00,Fernando,Aprovado
109019011,5,Santana do Livramento,Rio Grande do Sul,2021-02-06 09:48:44.750,2021-02-07 10:18:03,Débora,Aprovado
213477248,7,Uberlândia,Minas Gerais,2020-11-08 18:00:00.000,2020-11-12 10:41:54,Débora,Aprovado
231576799,5,Canaã dos Carajás,Pará,2021-04-10 16:43:08.837,2021-04-11 13:50:00,Débora,Aprovado
32917437,7,Clevelândia,Paraná,2021-06-04 12:43:11.830,2021-06-05 12:50:25,Débora,Aprovado
38178260,6,Fortaleza,Ceará,2021-05-01 09:40:50.780,2021-05-02 12:02:15,Débora,Aprovado
38633865,3,Águas de São Pedro,São Paulo,2021-06-25 15:12:51.000,2021-06-26 15:39:04,Fernando,Aprovado
40507835,8,Rondonópolis,Mato Grosso,2021-05-02 11:06:34.520,2021-05-03 15:24:18,Débora,Aprovado
43478672,6,Areiópolis,São Paulo,2020-12-19 14:17:44.167,2020-12-21 18:00:00,Fernando,Aprovado
45839753,10,Tangará da Serra,Mato Grosso,2021-05-30 15:30:41.293,2021-05-31 13:53:48,Débora,Aprovado
48244652,5,Santa Fé do Sul,São Paulo,2020-11-27 12:41:27.943,2020-11-28 14:34:29,Débora,Aprovado
69971092,1,Fortaleza,Ceará,2021-07-17 18:00:00.000,2021-07-18 17:28:06,Débora,Aprovado
103010282,2,Ibiaí,Minas Gerais,2021-03-28 16:39:00.013,2021-03-29 16:11:03,Fernando,Aprovado
177424847,6,Ipaussu,São Paulo,2021-07-09 15:16:33.470,2021-07-10 16:50:10,Débora,Aprovado
24851113,3,Atibaia,São Paulo,2021-05-20 17:12:44.257,2021-05-21 17:22:26,Débora,Aprovado
26863144,4,Serra,Espírito Santo,2021-04-26 09:38:00.543,2021-04-29 11:35:37,Débora,Aprovado
28807526,9,Diamantina,Minas Gerais,2020-11-21 14:35:02.667,2020-11-22 17:41:43,Débora,Aprovado
31044172,5,Bela Vista do Maranhão,Maranhão,2021-01-15 09:00:00.000,2021-01-15 14:15:01,Fernando,Aprovado
34019670,4,Foz do Iguaçu,Paraná,2021-03-29 09:44:15.817,2021-04-01 10:53:00,Débora,Aprovado
38038089,6,Salvador,Bahia,2021-06-11 14:40:21.467,2021-06-13 15:45:45,Débora,Não Aprovado
42193854,6,Rio de Janeiro,Rio de Janeiro,2021-07-02 16:36:04.580,2021-07-03 18:00:00,Débora,Aprovado
48436628,7,Palmácia,Ceará,2020-12-11 13:33:38.330,2020-12-12 15:05:55,Fernando,Aprovado
171815290,7,Divino,Minas Gerais,2021-04-29 15:09:10.273,2021-04-30 14:41:32,Fernando,Aprovado
173836635,7,Dionísio Cerqueira,Santa Catarina,2021-05-07 11:43:51.770,2021-05-08 16:31:36,Débora,Aprovado
186363663,2,Guaíba,Rio Grande do Sul,2021-01-10 14:25:19.267,2021-01-11 14:07:28,Fernando,Aprovado
32407361,7,Santa Rita,Paraíba,2021-06-24 12:31:52.930,2021-06-25 15:39:02,Fernando,Aprovado
32716364,8,Itaguaí,Rio de Janeiro,2021-03-08 18:00:00.000,2021-03-11 10:25:43,Débora,Aprovado
32998927,5,Catanduvas,Paraná,2021-04-09 11:57:04.897,2021-04-10 09:30:23,Débora,Aprovado
36155648,10,Xaxim,Santa Catarina,2020-12-20 14:35:36.750,2020-12-24 15:54:32,Fernando,Aprovado
44782678,8,Campinas,São Paulo,2020-11-16 18:00:00.000,2020-11-19 13:58:12,Luiz,Aprovado
79440865,6,Porto Seguro,Bahia,2020-11-30 09:13:28.820,2020-11-30 18:00:00,Débora,Aprovado
25055791,6,Ariquemes,Rondônia,2021-02-07 18:00:00.000,2021-02-08 09:34:06,Fernando,Aprovado
25181347,10,São Luís,Maranhão,2020-11-26 15:00:21.380,2020-11-28 13:31:16,Débora,Aprovado
31263945,10,Nova Esperança,Paraná,2020-11-28 14:37:44.540,2020-11-29 17:42:11,Débora,Aprovado
41072660,6,Sinop,Mato Grosso,2021-01-24 17:46:21.767,2021-01-25 16:59:58,Débora,Aprovado
45825428,7,Vila Velha,Espírito Santo,2021-05-15 10:27:51.760,2021-05-17 15:44:38,Débora,Aprovado
46474152,8,Porto Seguro,Bahia,2021-02-11 18:00:00.000,2021-02-12 17:17:29,Débora,Aprovado
47033370,2,São Gonçalo,Rio de Janeiro,2021-03-20 18:00:00.000,2021-03-22 10:07:34,Débora,Aprovado
49259784,8,Indaial,Santa Catarina,2021-04-11 16:41:11.083,2021-04-12 13:18:14,Fernando,Aprovado
102091808,9,Rio Branco,Acre,2021-06-13 11:37:55.137,2021-06-14 10:05:44,Débora,Aprovado
133403381,7,Cacimba de Dentro,Paraíba,2021-05-15 13:55:14.167,2021-05-17 14:36:58,Débora,Aprovado
26364534,2,Capelinha,Minas Gerais,2021-06-20 11:04:19.440,2021-06-21 17:12:27,Débora,Aprovado
30342028,3,Santanópolis,Bahia,2021-06-12 18:00:00.000,2021-06-14 11:56:42,Débora,Aprovado
31125635,5,Florianópolis,Santa Catarina,2020-12-12 10:31:37.363,2020-12-13 14:31:03,Fernando,Aprovado
35938952,3,Porto Velho,Rondônia,2021-03-08 13:51:43.067,2021-03-12 09:17:48,Débora,Aprovado
39930427,4,São Luís,Maranhão,2021-02-22 15:06:37.193,2021-02-22 18:00:00,Fernando,Aprovado
41726101,6,Natal,Rio Grande do Norte,2021-04-03 10:04:02.203,2021-04-04 09:54:38,Débora,Aprovado
48028434,4,Santana do Livramento,Rio Grande do Sul,2021-02-06 10:59:54.353,2021-02-07 10:36:28,Débora,Aprovado
67239594,10,Pouso Alegre,Minas Gerais,2021-03-12 10:34:03.000,2021-03-12 17:29:48,Débora,Aprovado
78184682,1,Arapiraca,Alagoas,2021-01-09 13:52:43.930,2021-01-14 16:52:08,Fernando,Aprovado
137462461,7,Barra do Piraí,Rio de Janeiro,2021-05-17 17:55:08.637,2021-05-20 16:13:35,Fernando,Aprovado
221627964,8,Guaraciaba,Minas Gerais,2021-06-04 16:37:17.520,2021-06-05 17:50:39,Débora,Aprovado
26255982,10,Recife,Pernambuco,2021-01-30 12:17:00.243,2021-01-30 18:00:00,Débora,Aprovado
26632533,5,Naviraí,Mato Grosso do Sul,2021-01-23 12:18:05.190,2021-01-23 17:28:07,Débora,Aprovado
28824530,7,São Paulo,São Paulo,2021-07-15 17:01:40.060,2021-07-16 16:12:17,Débora,Aprovado
29001244,2,Porto Rico,Paraná,2020-11-22 14:58:46.033,2020-11-23 15:50:01,Luiz,Aprovado
29805740,9,Vale Real,Rio Grande do Sul,2021-04-01 18:00:00.000,2021-04-02 17:44:29,Fernando,Aprovado
34805815,4,Curitiba,Paraná,2020-12-06 17:40:16.037,2020-12-07 18:00:00,Débora,Aprovado
35115014,4,Uberlândia,Minas Gerais,2021-05-30 18:00:00.000,2021-05-31 18:00:00,Fernando,Aprovado
43727613,4,Marques de Souza,Rio Grande do Sul,2021-03-21 17:44:07.013,2021-03-22 17:29:56,Débora,Aprovado
48784873,8,Petrolina,Pernambuco,2021-05-27 09:00:00.000,2021-05-27 15:20:43,Débora,Aprovado
167427046,10,Salvador,Bahia,2020-12-12 09:06:00.730,2020-12-13 15:45:50,Fernando,Aprovado
29010892,9,São José dos Campos,São Paulo,2021-01-15 17:23:27.133,2021-01-16 18:00:00,Fernando,Aprovado
35336885,8,Cesário Lange,São Paulo,2021-05-30 14:54:16.453,2021-05-31 14:10:33,Débora,Aprovado
37691900,9,Conchal,São Paulo,2021-05-03 16:06:55.227,2021-05-06 12:01:43,Débora,Aprovado
39019338,1,Paranaitá,Mato Grosso,2020-11-09 17:51:26.607,2020-11-12 16:52:52,Débora,Aprovado
46663887,3,Itagibá,Bahia,2021-07-02 10:57:40.490,2021-07-03 11:26:12,Débora,Aprovado
133802480,10,Vitória da Conquista,Bahia,2020-11-14 18:00:00.000,2020-11-15 15:47:42,Débora,Aprovado
191803451,4,São Francisco de Paula,Rio Grande do Sul,2021-01-21 18:00:00.000,2021-01-22 15:03:48,Fernando,Aprovado
209762397,5,Capivari de Baixo,Santa Catarina,2021-02-20 18:00:00.000,2021-02-21 17:38:12,Fernando,Aprovado
30306139,2,Três Rios,Rio de Janeiro,2021-02-07 15:31:50.017,2021-02-08 10:02:53,Débora,Aprovado
35168768,6,Campo Grande,Mato Grosso do Sul,2021-02-15 18:00:00.000,2021-02-20 14:28:50,Débora,Aprovado
38085991,1,João Pessoa,Paraíba,2021-06-12 16:36:07.490,2021-06-13 16:18:42,Débora,Aprovado
40356525,3,Crateús,Ceará,2021-05-13 18:00:00.000,2021-05-15 13:54:43,Débora,Aprovado
49212065,10,Florianópolis,Santa Catarina,2021-06-27 11:15:15.547,2021-06-28 12:41:19,Débora,Aprovado
92643038,7,Catalão,Goiás,2021-02-14 15:16:31.837,2021-02-15 13:20:35,Débora,Aprovado
127808306,10,São Caetano do Sul,São Paulo,2021-06-28 13:31:19.910,2021-07-01 18:00:00,Fernando,Aprovado
129905891,2,Rondonópolis,Mato Grosso,2021-05-02 15:38:36.740,2021-05-03 18:00:00,Fernando,Aprovado
210037747,1,Campo do Tenente,Paraná,2021-04-17 18:00:00.000,2021-04-19 09:59:15,Débora,Aprovado
26251980,4,Tupã,São Paulo,2021-01-01 11:22:13.620,2021-01-02 11:34:59,Débora,Aprovado
27341211,7,Araxá,Minas Gerais,2021-05-21 12:44:19.293,2021-05-22 12:41:29,Débora,Aprovado
31967704,5,União dos Palmares,Alagoas,2021-05-01 12:27:07.067,2021-05-02 14:16:47,Débora,Aprovado
33553751,4,Miraí,Minas Gerais,2021-03-05 14:46:31.967,2021-03-06 16:11:49,Débora,Aprovado
35056719,9,Manaus,Amazonas,2021-06-05 12:13:46.570,2021-06-05 17:29:49,Débora,Aprovado
35257382,7,Fortaleza,Ceará,2020-11-28 15:43:24.577,2020-11-29 17:45:45,Débora,Aprovado
35767090,9,Atibaia,São Paulo,2021-05-20 17:19:12.787,2021-05-27 18:00:00,Débora,Aprovado
39256567,1,Vila Velha,Espírito Santo,2021-07-09 13:16:25.640,2021-07-10 17:25:53,Débora,Aprovado
40684190,7,São Gonçalo,Rio de Janeiro,2021-06-18 14:36:51.753,2021-06-19 12:44:44,Débora,Aprovado
43672021,2,Cruzeiro do Sul,Acre,2021-04-18 16:39:35.953,2021-04-19 10:16:46,Débora,Não Aprovado
45007539,3,Itatinga,São Paulo,2021-05-16 11:21:12.033,2021-05-17 15:41:36,Débora,Aprovado
45260155,9,Brasília,Distrito Federal,2021-04-15 15:51:58.987,2021-04-16 14:44:28,Débora,Aprovado
48723916,1,Cruzeiro do Sul,Acre,2020-12-27 16:37:32.927,2020-12-31 10:02:13,Débora,Aprovado
94472551,5,Conceição do Mato Dentro,Minas Gerais,2021-05-29 13:56:24.673,2021-05-30 17:03:26,Fernando,Aprovado
107012584,5,Santo Antônio do Descoberto,Goiás,2021-04-01 09:00:00.000,2021-04-01 14:14:14,Fernando,Aprovado
124810530,4,São João de Meriti,Rio de Janeiro,2021-06-28 15:23:17.960,2021-07-01 18:00:00,Fernando,Aprovado
172764106,8,Foz do Iguaçu,Paraná,2021-07-12 18:00:00.000,2021-07-16 13:10:19,Débora,Aprovado
25549599,5,Curitiba,Paraná,2021-02-06 17:14:00.933,2021-02-28 10:20:46,Débora,Aprovado
28582911,5,Jericó,Paraíba,2021-07-10 09:31:06.460,2021-07-10 11:35:24,Débora,Aprovado
36770929,8,Ipanema,Minas Gerais,2021-06-19 15:48:47.613,2021-06-20 14:29:18,Débora,Aprovado
37476074,7,Presidente Getúlio,Santa Catarina,2021-02-07 17:55:34.723,2021-02-08 16:33:57,Débora,Aprovado
39235097,9,Irati,Paraná,2020-11-08 10:45:16.967,2020-11-09 10:25:18,Manoel,Aprovado
42552056,5,Teixeira de Freitas,Bahia,2020-12-27 09:00:00.000,2020-12-31 09:48:25,Débora,Aprovado
50239300,2,São Paulo,São Paulo,2020-12-21 18:00:00.000,2020-12-25 16:47:17,Fernando,Aprovado
111464348,5,Foz do Iguaçu,Paraná,2021-04-30 10:24:32.537,2021-05-01 14:35:32,Débora,Aprovado
201726984,4,São Mateus do Sul,Paraná,2021-01-18 11:36:15.543,2021-01-18 14:10:49,Débora,Aprovado
25210398,3,José Bonifácio,São Paulo,2021-05-03 10:15:53.913,2021-05-06 12:03:17,Débora,Aprovado
32245255,1,Senhor do Bonfim,Bahia,2021-01-22 15:26:21.217,2021-01-22 17:45:52,Fernando,Aprovado
35691288,9,Pontal do Paraná,Paraná,2021-05-01 10:04:49.060,2021-05-02 11:59:10,Débora,Aprovado
48859394,2,Santa Cruz,Rio Grande do Norte,2021-05-30 11:01:50.250,2021-05-31 14:06:08,Débora,Aprovado
29043265,7,Astolfo Dutra,Minas Gerais,2021-01-17 16:10:13.673,2021-01-18 13:05:20,Fernando,Aprovado
30570202,8,Serrinha,Bahia,2021-05-17 13:04:29.920,2021-05-20 17:15:19,Débora,Aprovado
30920781,6,Santana do Garambéu,Minas Gerais,2021-01-24 18:00:00.000,2021-01-25 17:34:25,Débora,Aprovado
38811559,2,Salvador,Bahia,2021-01-17 18:00:00.000,2021-01-18 17:50:32,Fernando,Aprovado
39037758,3,Santo Amaro da Imperatriz,Santa Catarina,2021-05-06 14:22:42.773,2021-05-07 16:39:37,Débora,Aprovado
42054250,1,Itacoatiara,Amazonas,2021-07-03 18:00:00.000,2021-07-05 11:36:46,Débora,Aprovado
47708833,7,Jardim,Mato Grosso do Sul,2020-12-03 12:55:18.103,2020-12-03 16:57:20,Débora,Aprovado
50663095,4,Parauapebas,Pará,2021-06-18 11:15:15.243,2021-06-19 11:15:32,Débora,Aprovado
221560205,8,Santana do Livramento,Rio Grande do Sul,2021-02-06 11:35:19.320,2021-02-07 10:45:27,Débora,Aprovado
26254247,6,Ponta Grossa,Paraná,2020-12-05 18:00:00.000,2020-12-06 18:00:00,Débora,Aprovado
29321214,4,Londrina,Paraná,2021-03-01 18:00:00.000,2021-03-04 18:00:00,Fernando,Aprovado
37385547,9,Pomerode,Santa Catarina,2021-04-11 16:59:46.757,2021-04-15 12:53:57,Débora,Aprovado
81334431,5,Londrina,Paraná,2021-02-05 10:28:06.523,2021-02-05 16:26:46,Débora,Aprovado
94291303,5,Cabo Frio,Rio de Janeiro,2021-05-01 12:07:17.560,2021-05-02 12:00:33,Débora,Não Aprovado
99885670,10,Tubarão,Santa Catarina,2020-11-26 15:29:16.777,2020-11-27 18:00:00,Débora,Aprovado
130233090,9,Nova Iguaçu,Rio de Janeiro,2021-03-29 15:10:59.900,2021-04-01 13:23:31,Débora,Aprovado
27136889,3,Porto Seguro,Bahia,2021-05-20 11:01:54.963,2021-05-21 14:07:19,Débora,Aprovado
31259089,7,Nova América da Colina,Paraná,2021-04-15 09:00:00.000,2021-04-15 18:00:00,Fernando,Aprovado
33196321,6,Itapipoca,Ceará,2021-05-21 12:31:49.523,2021-05-22 13:24:24,Débora,Aprovado
36480446,4,Varginha,Minas Gerais,2021-06-17 15:04:12.973,2021-06-18 14:07:13,Débora,Aprovado
51861428,4,Boa Vista,Roraima,2021-04-29 18:00:00.000,2021-05-01 14:12:39,Débora,Aprovado
64454643,5,Ijuí,Rio Grande do Sul,2021-02-25 18:00:00.000,2021-02-26 14:37:34,Fernando,Aprovado
144302350,1,São Gabriel da Cachoeira,Amazonas,2021-04-04 10:21:21.427,2021-04-08 13:34:45,Fernando,Aprovado
230510429,2,Nova Mamoré,Rondônia,2021-06-26 13:36:21.000,2021-06-27 15:15:11,Fernando,Aprovado
27792570,10,Panambi,Rio Grande do Sul,2021-05-14 14:18:21.563,2021-05-15 17:15:34,Débora,Aprovado
30177788,9,Santa Cruz do Capibaribe,Pernambuco,2021-07-04 18:00:00.000,2021-07-08 17:24:16,Fernando,Aprovado
37539856,10,São Paulo,São Paulo,2021-05-23 17:16:07.890,2021-05-24 18:00:00,Fernando,Aprovado
44414938,9,Jaraguá do Sul,Santa Catarina,2020-11-21 14:34:08.090,2020-11-28 13:38:48,Débora,Aprovado
140540661,5,Anajatuba,Maranhão,2021-03-20 17:00:07.583,2021-03-21 12:10:03,Débora,Aprovado
151577506,8,Mossoró,Rio Grande do Norte,2020-11-22 10:02:05.757,2020-11-26 10:34:21,Débora,Aprovado
197673940,4,Paulo Afonso,Bahia,2021-04-16 15:31:47.740,2021-04-18 10:10:46,Débora,Aprovado
26208229,3,Tonantins,Amazonas,2021-05-03 18:00:00.000,2021-05-06 16:12:53,Débora,Aprovado
27306232,4,São João da Mata,Minas Gerais,2021-04-03 17:33:41.773,2021-04-04 15:43:59,Débora,Aprovado
27711764,6,Tupi Paulista,São Paulo,2021-06-18 11:40:10.137,2021-06-19 12:46:19,Débora,Aprovado
33992978,9,Recife,Pernambuco,2020-12-11 12:50:16.953,2020-12-11 18:00:00,Débora,Aprovado
35925769,7,Olinda,Pernambuco,2020-12-31 14:53:20.073,2021-01-01 12:09:35,Débora,Aprovado
45238168,9,Salete,Santa Catarina,2021-04-11 10:45:30.913,2021-04-12 10:04:46,Débora,Aprovado
53238195,1,Brasília,Distrito Federal,2021-04-01 18:00:00.000,2021-04-03 10:45:23,Débora,Aprovado
55024285,1,Uberlândia,Minas Gerais,2020-12-04 17:24:44.707,2020-12-05 18:00:00,Débora,Aprovado
90432189,6,Rio de Janeiro,Rio de Janeiro,2020-12-21 15:30:41.827,2020-12-25 13:07:43,Fernando,Aprovado
92145973,2,Apodi,Rio Grande do Norte,2021-06-13 16:01:04.483,2021-06-14 12:24:10,Débora,Aprovado
166879351,6,Uruguaiana,Rio Grande do Sul,2021-05-27 14:54:57.567,2021-05-28 14:38:58,Fernando,Aprovado
24691211,8,Manaus,Amazonas,2021-01-15 18:00:00.000,2021-01-16 18:00:00,Fernando,Aprovado
31069145,9,Rio de Janeiro,Rio de Janeiro,2021-07-01 18:00:00.000,2021-07-03 18:00:00,Débora,Aprovado
32990418,6,Uberaba,Minas Gerais,2021-07-12 12:43:37.650,2021-07-15 13:51:37,Fernando,Aprovado
35282150,9,Grossos,Rio Grande do Norte,2021-07-01 16:08:31.133,2021-07-02 17:47:11,Débora,Aprovado
36350566,10,Patrocínio,Minas Gerais,2021-03-28 11:19:50.250,2021-03-29 11:13:40,Débora,Aprovado
37317850,9,Abelardo Luz,Santa Catarina,2021-05-30 14:42:31.720,2021-05-31 18:00:00,Fernando,Aprovado
48030811,4,Recife,Pernambuco,2021-03-01 12:13:35.980,2021-03-04 12:24:49,Débora,Aprovado
50119510,9,São Paulo,São Paulo,2021-01-22 13:41:37.793,2021-01-22 15:44:26,Fernando,Aprovado
161057436,2,Lauro de Freitas,Bahia,2020-12-03 13:18:37.797,2020-12-03 18:00:00,Débora,Aprovado
200941950,1,Imperatriz,Maranhão,2021-03-08 18:00:00.000,2021-03-11 15:17:43,Fernando,Aprovado
28175537,3,Manoel Ribas,Paraná,2020-12-05 16:33:48.827,2020-12-06 18:00:00,Débora,Aprovado
28312896,2,Alexânia,Goiás,2021-03-25 11:18:12.503,2021-03-26 10:27:04,Débora,Aprovado
34235828,4,Matão,São Paulo,2021-04-22 17:30:06.790,2021-04-23 15:42:10,Débora,Aprovado
34520698,4,Rio Branco,Acre,2021-07-18 13:10:02.283,2021-07-19 11:10:30,Débora,Aprovado
34635824,10,Mucuri,Bahia,2021-01-15 11:10:42.933,2021-01-15 15:27:22,Fernando,Aprovado
37443525,8,Barretos,São Paulo,2021-04-12 12:00:28.413,2021-04-15 13:39:24,Débora,Aprovado
43659457,7,Belo Horizonte,Minas Gerais,2020-12-06 15:53:35.393,2020-12-07 18:00:00,Fernando,Aprovado
48398913,8,Taquaritinga,São Paulo,2021-06-28 18:00:00.000,2021-07-02 14:02:02,Débora,Aprovado
49830567,9,Tangará da Serra,Mato Grosso,2021-07-04 14:25:17.940,2021-07-09 10:33:32,Débora,Não Aprovado
115642012,9,Jaguariaíva,Paraná,2020-12-07 10:15:38.307,2020-12-07 18:00:00,Débora,Aprovado
132248742,9,Itabuna,Bahia,2021-07-16 18:00:00.000,2021-07-18 10:32:06,Débora,Aprovado
203686770,10,Trindade,Goiás,2021-02-08 14:05:05.830,2021-02-11 11:06:32,Débora,Aprovado
