,id,age,gender,living_in_brasil,living_state,born_or_graduated,degreee_level,job_situation,workers_number,manager,salary_range,time_experience_data_science,time_experience_before,is_data_science_professional,linear_regression,logistic_regression,glms,decision_tree,random_forest,neural_networks,bayesian_inference,ensemble,svms,cnns,rnns,hmms,gans,markov_chains,nlp,gradient_boosted_machines,cluster_analysis,survival_analysis,longitudinal_data_analysis,joint analysis,no_listed_methods,sql_,r,python,c_c++_c#,dotnet,java,julia,sas_stata,visual_basic_vba,scala,matlab,php,no_listed_languages,most_used_proggraming_languages,sql,nosql,images,nlp,videos,sheets,other,sql,nosql,imagens,nlp,vídeos,planilhas,other,aws,gcp,azure,ibm,on_premise_servers,cloud_própria,other,mysql,oracle,sql_server,aurora,dynamodb,coachdb,cassandra,mongodb,mariadb,datomic,s3,postgresql,elaticsearch,db2,ms_access,sqlite,sybase,firebase,vertica,redis,neo4j,google_bigtable,hbase,other,microsoft_powerbi,qlik_view_qlik_sense,tableau,metabase,superset,redash,microstrategy,ibm_analytics_cognos,sap_business_objects,oracle_business_intelligence,birst,looker,google_data_studio,only_excel_gsheets,no_bi_tool_at_work,other,sql_&_stored_procedures,apache_airflow,luigi,aws_glue,talend,pentaho,alteryx,oracle_data_integrator,ibm_data_stage,sap_bw_etl,siss_sql_server_integration_services,other,have_data_warehouse,google_bigquery,aws_redshift,snowflake,oracle,postgres_mysql,ibm,teradata,microsoft_azure,do_not_know,other,data_hackers_blog,data_hackers_podcast,weekly_newsletter,slack_channel,data_hackers_bootcamp,do_not_know_data_hackers,prefered_data_hackers_initiative,telegram_groups,whatsapp_groups,youtube_channels,other_brasilian_blogs,other_slack_channels,twitter,abroad_blogs,abroad_podcasts,meetups_and_events,only_data_hackers,other,udacity,coursera,udemy,height,edx,data_camp,data_quest,kaggle_learn,online_courses,other,data_science_plataforms_preference,other,draw_participation,living_macroregion,origin_macroregion,anonymized_degree_area,anonymized_market_sector,anonymized_manager_level,anonymized_role
429,eac0z8zijm7qma9szmqeac0s6vn5ynvt,30.0,Masculino,1,São Paulo (SP),1.0,Estudante de Graduação,Somente Estudante (graduação),,,,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,Podcast do Data Hackers,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,Nunca fiz cursos online,,1.0,Região Sudeste,,Computação / Engenharia de Software / Sistemas de Informação,,,
430,ppav2kdsehebp2hippl42ufkrd0lo3yj,28.0,Masculino,1,,0.0,Graduação/Bacharelado,Empregado (CTL),de 1001 a 3000,0.0,de R$ 6.001/mês a R$ 8.000/mês,Menos de 1 ano,Mais de 10 anos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,Canal do Slack,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Nunca fiz cursos online,,1.0,,Região Sudeste,Economia/ Administração / Contabilidade / Finanças,Tecnologia/Fábrica de Software,,Desenvolvedor ou Engenheiro de Software
431,fqr6feppbjwwtez2mpqnf7ofqr6f0ewp,37.0,Masculino,1,São Paulo (SP),0.0,Pós-graduação,Empregado (CTL),de 51 a 100,1.0,de R$ 16.001/mês a R$ 20.000/mês,Mais de 10 anos,de 6 a 10 anos,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,Python,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Ainda não conhecia o Data Hackers,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,Coursera,,1.0,Região Sudeste,Região Sudeste,Computação / Engenharia de Software / Sistemas de Informação,Área da Saúde,Head,
432,g06j5r820w178syc8mc0ff7g06j5r2tq,35.0,Masculino,1,Santa Catarina (SC),1.0,Graduação/Bacharelado,Empregado (CTL),de 51 a 100,1.0,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,de 6 a 10 anos,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,SQL,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,Podcast do Data Hackers,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Udacity,,1.0,Região Sul,,Outras Engenharias,Finanças ou Bancos,Team Leader/Tech Leader,
433,z9r7il8n6d8fapg5z9r7ilwxa4ym2073,35.0,Masculino,1,São Paulo (SP),1.0,Mestrado,Somente Estudante (pós-graduação),,,,de 2 a 3 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Python,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,Newsletter Semanal,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,Kaggle Learn,,1.0,Região Sudeste,,Estatística/ Matemática / Matemática Computacional,,,
434,lhs4by8gk8ypdlhs4bmzrhn51ax32j7d,32.0,Feminino,1,São Paulo (SP),0.0,Doutorado ou Phd,Freelancer,de 101 a 500,0.0,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Menos de 1 ano,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Python,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Blog/Medium do Data Hackers,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Coursera,,1.0,Região Sudeste,Região Sudeste,Outras Engenharias,Marketing,,Data Analyst/Analista de Dados
435,smz4i3q2uxpz9u6mh61lsmz4k6oytjga,27.0,Masculino,1,São Paulo (SP),0.0,Mestrado,Empregado (CTL),Acima de 3000,0.0,de R$ 6.001/mês a R$ 8.000/mês,de 2 a 3 anos,de 4 a 5 anos,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,Python,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Blog/Medium do Data Hackers,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Coursera,,0.0,Região Sudeste,Região Sudeste,Computação / Engenharia de Software / Sistemas de Informação,Finanças ou Bancos,,Data Scientist/Cientista de Dados
436,e1btzgvftr4eem0ha3e1btzglf21l00r,29.0,Masculino,1,Minas Gerais (MG),1.0,Pós-graduação,"Desempregado, buscando recolocação",,,,de 4 a 5 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Blog/Medium do Data Hackers,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,,DSA,0.0,Região Sudeste,,Ciências Sociais,,,
437,pemiaq0zg32rokc3pemiayh44vmyl5h6,45.0,Masculino,1,São Paulo (SP),0.0,Doutorado ou Phd,Empregado (CTL),de 1001 a 3000,0.0,Acima de R$ 25.001/mês,de 4 a 5 anos,Menos de 1 ano,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Python,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Ainda não conhecia o Data Hackers,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,0,0,0,0,DataCamp,,0.0,Região Sudeste,Região Centro-Oeste,Estatística/ Matemática / Matemática Computacional,Finanças ou Bancos,,Data Scientist/Cientista de Dados
438,tzmamqzvu9gttmfhuotzmamr2j03crnf,33.0,Feminino,1,São Paulo (SP),0.0,Mestrado,Empregado (CTL),de 501 a 1000,0.0,de R$ 16.001/mês a R$ 20.000/mês,de 6 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Python,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Ainda não conhecia o Data Hackers,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,Udemy,,0.0,Região Sudeste,Região Sudeste,Estatística/ Matemática / Matemática Computacional,Tecnologia/Fábrica de Software,,Data Scientist/Cientista de Dados
439,1id07le7o8qcfg1iay7ocaw6k4o5hct5,26.0,Masculino,1,,1.0,Graduação/Bacharelado,Trabalho na área Acadêmica/Pesquisador,,,,de 1 a 2 anos,Menos de 1 ano,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Python,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Blog/Medium do Data Hackers,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,Kaggle Learn,,1.0,,,Computação / Engenharia de Software / Sistemas de Informação,,,
440,4p56c7fdw81a0vuc75vh4p56c7fla3jq,29.0,Masculino,1,,1.0,Pós-graduação,Trabalho na área Acadêmica/Pesquisador,,,,de 1 a 2 anos,Menos de 1 ano,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Python,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,Podcast do Data Hackers,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,Udacity,,0.0,,,Computação / Engenharia de Software / Sistemas de Informação,,,
441,h3bn2kzqcagwvsvhgh3bn0wm48u7tpol,31.0,Masculino,1,Paraná (PR),1.0,Graduação/Bacharelado,Empregado (CTL),Acima de 3000,0.0,de R$ 6.001/mês a R$ 8.000/mês,de 4 a 5 anos,de 2 a 3 anos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Podcast do Data Hackers,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Udemy,,1.0,Região Sul,,Computação / Engenharia de Software / Sistemas de Informação,Outras,,Data Engineer/Engenheiro de Dados
442,pyd9579yhy2irv8itsiypyd95esqj8nj,26.0,Masculino,1,São Paulo (SP),1.0,Mestrado,Empregado (CTL),de 101 a 500,0.0,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 5 anos,Menos de 1 ano,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,Python,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,Blog/Medium do Data Hackers,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,Coursera,,1.0,Região Sudeste,,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,,Data Engineer/Engenheiro de Dados
443,huguqh95bsof6jbnzvhv8q2qjbuelr7w,28.0,Masculino,1,São Paulo (SP),1.0,Mestrado,Empregado (CTL),de 1001 a 3000,0.0,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,de 4 a 5 anos,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Python,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Ainda não conhecia o Data Hackers,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,Udemy,,1.0,Região Sudeste,,Computação / Engenharia de Software / Sistemas de Informação,Área da Saúde,,Business Intelligence/Analista de BI
444,20qgfimv8w2zhj20a0sobs5rvdpcvijd,37.0,Masculino,1,São Paulo (SP),1.0,Graduação/Bacharelado,Empreendedor ou Empregado (CNPJ),de 11 a 50,0.0,de R$ 16.001/mês a R$ 20.000/mês,de 6 a 10 anos,Mais de 10 anos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Blog/Medium do Data Hackers,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,Coursera,,1.0,Região Sudeste,,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,,Data Engineer/Engenheiro de Dados
445,eglkzfr0kl2q9k6l9kjxeglkz7uegsxj,27.0,Masculino,1,Paraná (PR),0.0,Estudante de Graduação,Somente Estudante (graduação),,,,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,Podcast do Data Hackers,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,Udemy,,1.0,Região Sul,Região Nordeste,Outras Engenharias,,,
446,evagqm53ki1wjmaevauptk5le1ykpqw8,44.0,Feminino,1,Paraná (PR),0.0,Graduação/Bacharelado,Empregado (CTL),de 51 a 100,0.0,de R$ 2.001/mês a R$ 3000/mês,Não tenho experiência na área de dados,Mais de 10 anos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Ainda não conhecia o Data Hackers,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Nunca fiz cursos online,,1.0,Região Sul,Região Sudeste,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,,Outras
447,fqm8hivogdb6bi43yhnnfqm8hp5g3g2k,42.0,Masculino,1,Rio de Janeiro (RJ),1.0,Estudante de Graduação,Somente Estudante (graduação),,,,de 1 a 2 anos,de 1 a 2 anos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,Newsletter Semanal,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,1,0,0,Udacity,,1.0,Região Sudeste,,Computação / Engenharia de Software / Sistemas de Informação,,,
448,mz1iheeh3ks7mz127fkrixvx16mw5271,30.0,Feminino,1,Minas Gerais (MG),1.0,Doutorado ou Phd,"Desempregado, buscando recolocação",,,,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,SAS/Stata,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,Newsletter Semanal,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Udemy,,0.0,Região Sudeste,,Economia/ Administração / Contabilidade / Finanças,,,
449,5pb4h72cjj9wyajjbmv05pb4h72q4ypi,23.0,Masculino,1,São Paulo (SP),1.0,Estudante de Graduação,Empregado (CTL),Acima de 3000,1.0,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Python,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Podcast do Data Hackers,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,1,1,0,1,0,0,Coursera,,1.0,Região Sudeste,,Outras Engenharias,Indústria (Manufatura),Supervisor,
450,wtf814e9qnojn1n3iby9wtf81vw2iclc,30.0,Masculino,1,Rio de Janeiro (RJ),1.0,Mestrado,Trabalho na área Acadêmica/Pesquisador,,,,de 2 a 3 anos,de 1 a 2 anos,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,R,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Podcast do Data Hackers,1,1,1,1,0,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,DataCamp,,0.0,Região Sudeste,,Química / Física,,,
451,jmluvwf6571n6qbnvhbdxjmluvwflb5f,36.0,Masculino,1,,1.0,Graduação/Bacharelado,Empregado (CTL),de 11 a 50,0.0,de R$ 3.001/mês a R$ 4.000/mês,de 2 a 3 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Newsletter Semanal,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Coursera,,1.0,,,Computação / Engenharia de Software / Sistemas de Informação,,,Outras
452,bi9u2c295oqnqvoubi9u2is91c7ohgmm,44.0,Masculino,1,Rio de Janeiro (RJ),1.0,Pós-graduação,Empregado (CTL),de 501 a 1000,0.0,de R$ 8.001/mês a R$ 12.000/mês,Mais de 10 anos,Mais de 10 anos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Blog/Medium do Data Hackers,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Coursera,,1.0,Região Sudeste,,Computação / Engenharia de Software / Sistemas de Informação,Varejo,,Desenvolvedor ou Engenheiro de Software
453,2qcauf6tdmxw2r5mhf62qca740um6wvp,26.0,Masculino,1,Minas Gerais (MG),1.0,Mestrado,Empregado (CTL),Acima de 3000,0.0,de R$ 4.001/mês a R$ 6.000/mês,de 6 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,1,1,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,SQL,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,Canal do Slack,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,Udacity,,1.0,Região Sudeste,,Economia/ Administração / Contabilidade / Finanças,Telecomunicação,,Data Analyst/Analista de Dados
454,2621kuh5j4bzrzar2621kg8c2m5hbn1f,38.0,Masculino,1,São Paulo (SP),1.0,Estudante de Graduação,Empregado (CTL),de 501 a 1000,0.0,de R$ 2.001/mês a R$ 3000/mês,Menos de 1 ano,Mais de 10 anos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Bootcamp do Data Hackers,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Coursera,,1.0,Região Sudeste,,Computação / Engenharia de Software / Sistemas de Informação,Setor Público,,Outras
