Código do Cliente,Tipo de Negócio,Cidade,Estado,Solicitacao de Cadastro,Data de Conclusao da análise do time A,Status da Análise do Time A,Analista do time A
67220805,4,Mato Verde,Minas Gerais,2021-01-17 16:36:22.137,2021-01-18 12:05:24,Suspeito,Marcos
103424208,3,Carolina,Maranhão,2021-02-08 10:56:33.330,2021-02-08 17:13:07,Suspeito,Marcos
173141884,7,Curitiba,Paraná,2020-11-26 16:47:03.513,2020-11-27 16:16:39,Suspeito,Marcos
176088120,8,Ribas do Rio Pardo,Mato Grosso do Sul,2021-02-15 13:15:11.687,2021-02-15 18:00:00,Suspeito,Marcos
23780000,7,Novo Oriente,Ceará,2021-05-13 18:00:00.000,2021-05-14 18:00:00,Suspeito,Maria
28094646,9,Belo Horizonte,Minas Gerais,2021-03-05 14:42:18.280,2021-03-06 13:42:05,Suspeito,Marcos
30854025,10,Novo Hamburgo,Rio Grande do Sul,2020-12-26 18:00:00.000,2020-12-27 12:16:09,Suspeito,Marcos
38109518,5,São Pedro do Turvo,São Paulo,2020-12-20 17:36:29.667,2020-12-25 10:06:19,Suspeito,Marina
99141255,5,Natal,Rio Grande do Norte,2021-04-04 17:24:41.590,2021-04-08 11:22:00,Suspeito,Marcos
23643608,9,Itabira,Minas Gerais,2021-06-17 09:00:00.000,2021-06-17 18:00:00,Suspeito,Maria
27731325,9,Uruguaiana,Rio Grande do Sul,2021-03-01 11:53:21.530,2021-03-01 18:00:00,Suspeito,Marcos
32073678,3,Santo Antônio de Jesus,Bahia,2021-04-22 13:06:10.527,2021-04-22 18:00:00,Suspeito,Fernanda
39483647,9,Conceição do Mato Dentro,Minas Gerais,2021-05-23 15:44:59.070,2021-05-27 09:00:00,Suspeito,Fernanda
41028535,10,Juazeiro do Norte,Ceará,2021-05-13 18:00:00.000,2021-05-14 18:00:00,Suspeito,Maria
45439208,5,Belo Horizonte,Minas Gerais,2021-05-31 16:43:14.680,2021-06-03 15:29:19,Suspeito,Maria
46266719,5,Salvador,Bahia,2021-05-30 11:51:23.013,2021-05-30 18:00:00,Suspeito,Marcos
47141354,3,Maringá,Paraná,2021-06-03 16:39:20.347,2021-06-04 12:27:41,Suspeito,Maria
62297888,1,São Gonçalo do Amarante,Rio Grande do Norte,2021-02-11 18:00:00.000,2021-02-12 17:48:21,Suspeito,Marcos
131007941,3,Belo Horizonte,Minas Gerais,2020-12-07 09:00:00.000,2020-12-07 15:31:18,Suspeito,Marcos
135121354,3,Campanha,Minas Gerais,2020-11-28 13:11:14.223,2020-11-28 17:50:29,Suspeito,Marcos
185604927,5,Campos Belos,Goiás,2020-12-07 15:30:20.740,2020-12-10 14:49:45,Suspeito,Marina
26429716,1,Palmas,Tocantins,2021-04-02 10:20:20.753,2021-04-02 18:00:00,Suspeito,Marcos
26752085,1,Cavalcante,Goiás,2020-12-04 13:03:44.357,2020-12-04 17:56:31,Suspeito,Marcos
26800753,10,Maceió,Alagoas,2020-12-31 18:00:00.000,2021-01-01 13:47:05,Suspeito,Marcos
30087425,6,Taquara,Rio Grande do Sul,2021-04-02 15:15:02.430,2021-04-03 12:19:19,Suspeito,Marcos
30399740,7,Porto Velho,Rondônia,2021-06-19 18:00:00.000,2021-06-20 18:00:00,Suspeito,Maria
32840345,8,Salto Grande,São Paulo,2020-12-07 12:30:23.853,2020-12-07 18:00:00,Suspeito,Marcos
35746311,3,Piên,Paraná,2021-01-25 15:48:32.013,2021-01-25 18:00:00,Suspeito,Marcos
38620987,1,Santa Rosa do Sul,Santa Catarina,2020-12-21 14:26:19.260,2020-12-25 11:38:22,Suspeito,Marina
40181470,3,Uruguaiana,Rio Grande do Sul,2021-04-29 09:00:00.000,2021-04-29 18:00:00,Suspeito,Fernanda
40351266,2,Lunardelli,Paraná,2021-04-26 16:22:54.573,2021-04-29 09:00:00,Suspeito,Fernanda
66641182,5,Sirinhaém,Pernambuco,2021-04-10 18:00:00.000,2021-04-11 17:43:44,Suspeito,Marcos
73011227,3,Barra de São Francisco,Espírito Santo,2021-03-19 09:00:00.000,2021-03-19 10:14:33,Suspeito,Marcos
170083773,9,Paraíso do Tocantins,Tocantins,2021-05-17 15:36:22.983,2021-05-17 17:56:41,Suspeito,Marcos
182814996,8,Barra de Guabiraba,Pernambuco,2021-05-13 13:46:02.397,2021-05-14 10:46:44,Suspeito,Maria
210333965,3,São Borja,Rio Grande do Sul,2021-05-20 14:34:35.623,2021-05-21 13:53:59,Suspeito,Maria
26836336,3,Rolândia,Paraná,2021-01-23 18:00:00.000,2021-01-24 12:16:49,Suspeito,Marcos
45727143,2,Cícero Dantas,Bahia,2021-05-21 11:54:19.123,2021-05-22 11:24:05,Suspeito,Maria
46388752,7,Ibaiti,Paraná,2021-01-21 13:48:22.200,2021-01-21 16:38:24,Suspeito,Marcos
47999033,2,Salinas,Minas Gerais,2020-12-17 16:50:08.730,2020-12-18 18:00:00,Suspeito,Marcos
77561249,5,Erechim,Rio Grande do Sul,2021-07-17 17:25:51.907,2021-07-18 16:30:09,Suspeito,Maria
214533836,10,Araruama,Rio de Janeiro,2021-04-08 16:06:53.960,2021-04-09 14:50:08,Suspeito,Marcos
227294899,4,Mamanguape,Paraíba,2020-12-21 11:26:00.313,2020-12-25 10:12:53,Suspeito,Marcos
233240199,2,Ivoti,Rio Grande do Sul,2021-07-11 18:00:00.000,2021-07-12 11:15:00,Suspeito,Marcos
42037118,4,Foz do Iguaçu,Paraná,2021-05-27 17:42:59.247,2021-05-28 16:58:51,Suspeito,Maria
44077551,6,Campo Grande,Mato Grosso do Sul,2021-02-21 15:28:31.927,2021-02-20 09:33:36,Suspeito,Marcos
46306956,4,Linhares,Espírito Santo,2021-07-02 16:19:02.587,2021-07-03 16:03:40,Suspeito,Maria
185476657,4,Mogi das Cruzes,São Paulo,2021-01-21 09:00:00.000,2021-01-21 12:29:26,Suspeito,Marina
223594748,5,Presidente Getúlio,Santa Catarina,2021-04-15 18:00:00.000,2021-04-16 13:53:53,Suspeito,Marcos
225008790,10,Itaúna,Minas Gerais,2020-12-14 15:27:51.470,2020-12-18 11:24:05,Suspeito,Marina
34478820,4,Jaguapitã,Paraná,2021-07-18 13:47:21.717,2021-07-19 10:34:57,Suspeito,Maria
37981465,7,Bagé,Rio Grande do Sul,2021-02-05 16:39:35.737,2021-02-05 18:00:00,Suspeito,Marcos
43427669,2,Acreúna,Goiás,2021-05-20 10:06:44.653,2021-05-20 18:00:00,Suspeito,Maria
43454465,4,Nazareno,Minas Gerais,2021-06-25 14:03:16.120,2021-06-26 12:08:31,Suspeito,Maria
185382121,5,Palmares,Pernambuco,2021-07-08 18:00:00.000,2021-07-09 18:00:00,Suspeito,Maria
201552408,3,Apiúna,Santa Catarina,2021-04-11 18:00:00.000,2021-04-12 16:33:44,Suspeito,Marcos
212560275,3,Goiatuba,Goiás,2021-03-01 14:04:57.933,2021-03-04 09:00:00,Suspeito,Marcos
232417196,2,Niterói,Rio de Janeiro,2021-03-20 18:00:00.000,2021-03-21 17:58:56,Suspeito,Marcos
24860938,1,Itapura,São Paulo,2020-12-19 18:00:00.000,2020-12-21 16:05:36,Suspeito,Marina
26140385,8,Guaramirim,Santa Catarina,2021-01-25 10:51:23.683,2021-01-25 17:46:36,Suspeito,Marcos
27976537,2,Rio de Janeiro,Rio de Janeiro,2020-11-20 18:00:00.000,2020-11-21 18:00:00,Suspeito,Marina
31251692,9,Pirenópolis,Goiás,2021-04-29 09:00:00.000,2021-04-29 17:23:19,Suspeito,Fernanda
31754057,1,Dionísio Cerqueira,Santa Catarina,2021-04-19 16:56:32.647,2021-04-22 09:00:00,Suspeito,Fernanda
31990784,1,Salgueiro,Pernambuco,2021-04-10 16:01:05.130,2021-04-11 11:13:37,Suspeito,Marcos
32646921,9,Belém,Pará,2021-05-15 17:20:35.487,2021-05-16 17:09:51,Suspeito,Maria
36278587,1,Brasília,Distrito Federal,2021-01-18 18:00:00.000,2021-01-21 16:52:11,Suspeito,Marcos
41808053,1,Congonhinhas,Paraná,2020-11-15 18:00:00.000,2020-11-16 11:14:21,Suspeito,Marcos
41966011,2,Ariquemes,Rondônia,2021-03-20 09:34:51.327,2021-03-20 17:40:22,Suspeito,Marcos
43059975,4,Arceburgo,Minas Gerais,2021-07-08 09:32:23.227,2021-07-09 09:00:00,Suspeito,Maria
43322191,7,Boa Ventura de São Roque,Paraná,2021-03-25 10:41:23.113,2021-03-26 10:31:44,Suspeito,Marcos
48334178,7,São Paulo,São Paulo,2020-12-21 14:53:01.670,2020-12-24 16:17:24,Suspeito,Marina
56876895,7,Brumadinho,Minas Gerais,2021-04-18 18:00:00.000,2021-04-19 18:00:00,Suspeito,Fernanda
75231762,9,Paranavaí,Paraná,2021-01-02 15:34:31.210,2021-01-02 17:58:00,Suspeito,Marina
105599022,5,Jeceaba,Minas Gerais,2020-12-21 16:25:32.740,2020-12-25 11:04:23,Suspeito,Marina
125674911,9,Porto Velho,Rondônia,2021-06-19 17:56:41.110,2021-06-20 17:41:33,Suspeito,Maria
134046901,1,Uberlândia,Minas Gerais,2020-12-14 14:32:43.470,2020-12-17 17:50:57,Suspeito,Marcos
139918853,9,Vargem Grande do Sul,São Paulo,2021-07-03 13:22:17.353,2021-07-04 11:56:37,Suspeito,Maria
203666521,1,Rio de Janeiro,Rio de Janeiro,2021-04-23 10:58:34.040,2021-04-26 18:00:00,Suspeito,Fernanda
204912471,7,Foz do Iguaçu,Paraná,2021-03-15 12:54:44.577,2021-03-18 12:00:39,Suspeito,Marcos
27012930,10,Barueri,São Paulo,2020-11-14 16:17:13.947,2020-11-15 09:59:44,Suspeito,Marcos
27735613,1,Colatina,Espírito Santo,2020-11-22 14:39:35.137,2020-11-22 18:00:00,Suspeito,Marina
32734932,6,Vitória,Espírito Santo,2020-12-26 18:00:00.000,2020-12-27 10:47:00,Suspeito,Marina
45171580,5,São Paulo,São Paulo,2021-07-08 12:07:40.820,2021-07-09 11:28:15,Suspeito,Maria
105962439,1,Londrina,Paraná,2021-02-05 15:17:47.610,2021-02-05 18:00:00,Suspeito,Marcos
109019011,1,Santana do Livramento,Rio Grande do Sul,2021-02-06 09:48:44.750,2021-02-06 18:00:00,Suspeito,Marcos
213477248,4,Uberlândia,Minas Gerais,2020-11-08 18:00:00.000,2020-11-12 09:00:00,Suspeito,Marina
231576799,2,Canaã dos Carajás,Pará,2021-04-10 16:43:08.837,2021-04-11 12:22:54,Suspeito,Marcos
32917437,7,Clevelândia,Paraná,2021-06-04 12:43:11.830,2021-06-05 12:04:18,Suspeito,Maria
38178260,10,Fortaleza,Ceará,2021-05-01 09:40:50.780,2021-05-01 18:00:00,Suspeito,Fernanda
38633865,7,Águas de São Pedro,São Paulo,2021-06-25 15:12:51.000,2021-06-26 13:39:20,Suspeito,Maria
40507835,1,Rondonópolis,Mato Grosso,2021-05-02 11:06:34.520,2021-05-03 11:04:39,Suspeito,Marcos
43478672,8,Areiópolis,São Paulo,2020-12-19 14:17:44.167,2020-12-21 18:00:00,Suspeito,Marina
45839753,9,Tangará da Serra,Mato Grosso,2021-05-30 15:30:41.293,2021-05-31 13:14:24,Suspeito,Maria
48244652,6,Santa Fé do Sul,São Paulo,2020-11-27 12:41:27.943,2020-11-28 14:29:10,Suspeito,Marina
69971092,7,Fortaleza,Ceará,2021-07-17 18:00:00.000,2021-07-18 17:12:49,Suspeito,Maria
103010282,9,Ibiaí,Minas Gerais,2021-03-28 16:39:00.013,2021-03-29 15:27:39,Suspeito,Marcos
177424847,8,Ipaussu,São Paulo,2021-07-09 15:16:33.470,2021-07-10 14:32:25,Suspeito,Maria
24851113,1,Atibaia,São Paulo,2021-05-20 17:12:44.257,2021-05-21 17:09:40,Suspeito,Maria
26863144,2,Serra,Espírito Santo,2021-04-26 09:38:00.543,2021-04-29 09:00:00,Suspeito,Fernanda
28807526,8,Diamantina,Minas Gerais,2020-11-21 14:35:02.667,2020-11-22 13:23:08,Suspeito,Marina
31044172,3,Bela Vista do Maranhão,Maranhão,2021-01-15 09:00:00.000,2021-01-15 12:19:48,Suspeito,Marcos
34019670,2,Foz do Iguaçu,Paraná,2021-03-29 09:44:15.817,2021-03-29 16:03:49,Suspeito,Fernanda
38038089,5,Salvador,Bahia,2021-06-11 14:40:21.467,2021-06-13 11:24:05,Suspeito,Marcos
42193854,8,Rio de Janeiro,Rio de Janeiro,2021-07-02 16:36:04.580,2021-07-03 16:22:03,Suspeito,Maria
48436628,9,Palmácia,Ceará,2020-12-11 13:33:38.330,2020-12-12 11:33:45,Suspeito,Marina
171815290,5,Divino,Minas Gerais,2021-04-29 15:09:10.273,2021-04-30 13:48:46,Suspeito,Marcos
173836635,3,Dionísio Cerqueira,Santa Catarina,2021-05-07 11:43:51.770,2021-05-07 18:00:00,Suspeito,Fernanda
186363663,1,Guaíba,Rio Grande do Sul,2021-01-10 14:25:19.267,2021-01-11 09:29:17,Suspeito,Marina
32407361,4,Santa Rita,Paraíba,2021-06-24 12:31:52.930,2021-06-24 18:00:00,Suspeito,Maria
32716364,6,Itaguaí,Rio de Janeiro,2021-03-08 18:00:00.000,2021-03-08 18:00:00,Suspeito,Marcos
32998927,6,Catanduvas,Paraná,2021-04-09 11:57:04.897,2021-04-10 09:00:00,Suspeito,Fernanda
36155648,4,Xaxim,Santa Catarina,2020-12-20 14:35:36.750,2020-12-24 14:04:22,Suspeito,Marina
44782678,9,Campinas,São Paulo,2020-11-16 18:00:00.000,2020-11-19 10:30:53,Suspeito,Marcos
79440865,4,Porto Seguro,Bahia,2020-11-30 09:13:28.820,2020-11-30 17:03:48,Suspeito,Marcos
25055791,8,Ariquemes,Rondônia,2021-02-07 18:00:00.000,2021-02-07 18:00:00,Suspeito,Marcos
25181347,6,São Luís,Maranhão,2020-11-26 15:00:21.380,2020-11-27 10:59:51,Suspeito,Marcos
31263945,1,Nova Esperança,Paraná,2020-11-28 14:37:44.540,2020-11-29 13:40:01,Suspeito,Marina
41072660,8,Sinop,Mato Grosso,2021-01-24 17:46:21.767,2021-01-25 10:46:04,Suspeito,Marcos
45825428,8,Vila Velha,Espírito Santo,2021-05-15 10:27:51.760,2021-05-16 10:21:10,Suspeito,Maria
46474152,1,Porto Seguro,Bahia,2021-02-11 18:00:00.000,2021-02-12 16:25:06,Suspeito,Marcos
47033370,7,São Gonçalo,Rio de Janeiro,2021-03-20 18:00:00.000,2021-03-21 18:00:00,Suspeito,Marcos
49259784,6,Indaial,Santa Catarina,2021-04-11 16:41:11.083,2021-04-12 12:17:48,Suspeito,Marcos
102091808,8,Rio Branco,Acre,2021-06-13 11:37:55.137,2021-06-14 09:40:19,Suspeito,Maria
133403381,10,Cacimba de Dentro,Paraíba,2021-05-15 13:55:14.167,2021-05-16 13:40:59,Suspeito,Maria
26364534,5,Capelinha,Minas Gerais,2021-06-20 11:04:19.440,2021-06-21 10:35:00,Suspeito,Maria
30342028,2,Santanópolis,Bahia,2021-06-12 18:00:00.000,2021-06-13 17:57:24,Suspeito,Maria
31125635,4,Florianópolis,Santa Catarina,2020-12-12 10:31:37.363,2020-12-12 17:21:45,Suspeito,Marcos
35938952,9,Porto Velho,Rondônia,2021-03-08 13:51:43.067,2021-03-11 18:00:00,Suspeito,Marcos
39930427,3,São Luís,Maranhão,2021-02-22 15:06:37.193,2021-02-22 18:00:00,Suspeito,Marcos
41726101,1,Natal,Rio Grande do Norte,2021-04-03 10:04:02.203,2021-04-03 18:00:00,Suspeito,Fernanda
48028434,2,Santana do Livramento,Rio Grande do Sul,2021-02-06 10:59:54.353,2021-02-06 18:00:00,Suspeito,Marcos
67239594,1,Pouso Alegre,Minas Gerais,2021-03-12 10:34:03.000,2021-03-12 16:17:49,Suspeito,Marcos
78184682,3,Arapiraca,Alagoas,2021-01-09 13:52:43.930,2021-01-09 17:54:10,Suspeito,Marcos
137462461,5,Barra do Piraí,Rio de Janeiro,2021-05-17 17:55:08.637,2021-05-20 11:12:05,Suspeito,Maria
221627964,6,Guaraciaba,Minas Gerais,2021-06-04 16:37:17.520,2021-06-05 14:46:04,Suspeito,Marcos
26255982,8,Recife,Pernambuco,2021-01-30 12:17:00.243,2021-01-30 18:00:00,Suspeito,Marina
26632533,3,Naviraí,Mato Grosso do Sul,2021-01-23 12:18:05.190,2021-01-23 17:11:10,Suspeito,Marina
28824530,10,São Paulo,São Paulo,2021-07-15 17:01:40.060,2021-07-16 15:32:35,Suspeito,Maria
29001244,9,Porto Rico,Paraná,2020-11-22 14:58:46.033,2020-11-22 18:00:00,Suspeito,Marcos
29805740,7,Vale Real,Rio Grande do Sul,2021-04-01 18:00:00.000,2021-04-02 17:39:17,Suspeito,Marcos
34805815,5,Curitiba,Paraná,2020-12-06 17:40:16.037,2020-12-07 18:00:00,Suspeito,Marina
35115014,1,Uberlândia,Minas Gerais,2021-05-30 18:00:00.000,2021-05-31 15:43:54,Suspeito,Maria
43727613,5,Marques de Souza,Rio Grande do Sul,2021-03-21 17:44:07.013,2021-03-22 16:42:00,Suspeito,Marcos
48784873,4,Petrolina,Pernambuco,2021-05-27 09:00:00.000,2021-05-27 14:32:40,Suspeito,Maria
167427046,3,Salvador,Bahia,2020-12-12 09:06:00.730,2020-12-12 18:00:00,Suspeito,Marina
29010892,6,São José dos Campos,São Paulo,2021-01-15 17:23:27.133,2021-01-16 18:00:00,Suspeito,Marcos
35336885,5,Cesário Lange,São Paulo,2021-05-30 14:54:16.453,2021-05-31 12:14:07,Suspeito,Maria
37691900,8,Conchal,São Paulo,2021-05-03 16:06:55.227,2021-05-06 09:00:00,Suspeito,Fernanda
39019338,8,Paranaitá,Mato Grosso,2020-11-09 17:51:26.607,2020-11-12 15:38:34,Suspeito,Marina
46663887,10,Itagibá,Bahia,2021-07-02 10:57:40.490,2021-07-03 09:43:43,Suspeito,Maria
133802480,3,Vitória da Conquista,Bahia,2020-11-14 18:00:00.000,2020-11-15 15:00:46,Suspeito,Marina
191803451,7,São Francisco de Paula,Rio Grande do Sul,2021-01-21 18:00:00.000,2021-01-22 11:55:02,Suspeito,Marina
209762397,4,Capivari de Baixo,Santa Catarina,2021-02-20 18:00:00.000,2021-02-21 16:44:30,Suspeito,Marcos
30306139,10,Três Rios,Rio de Janeiro,2021-02-07 15:31:50.017,2021-02-08 09:00:00,Suspeito,Marcos
35168768,9,Campo Grande,Mato Grosso do Sul,2021-02-15 18:00:00.000,2021-02-20 13:24:43,Suspeito,Marina
38085991,6,João Pessoa,Paraíba,2021-06-12 16:36:07.490,2021-06-13 14:46:29,Suspeito,Maria
40356525,1,Crateús,Ceará,2021-05-13 18:00:00.000,2021-05-14 18:00:00,Suspeito,Maria
49212065,1,Florianópolis,Santa Catarina,2021-06-27 11:15:15.547,2021-06-28 10:31:17,Suspeito,Maria
92643038,7,Catalão,Goiás,2021-02-14 15:16:31.837,2021-02-15 12:38:17,Suspeito,Marina
127808306,6,São Caetano do Sul,São Paulo,2021-06-28 13:31:19.910,2021-07-01 11:38:27,Suspeito,Maria
129905891,7,Rondonópolis,Mato Grosso,2021-05-02 15:38:36.740,2021-05-03 14:10:44,Suspeito,Marcos
210037747,10,Campo do Tenente,Paraná,2021-04-17 18:00:00.000,2021-04-18 18:00:00,Suspeito,Fernanda
26251980,10,Tupã,São Paulo,2021-01-01 11:22:13.620,2021-01-01 16:36:28,Suspeito,Marina
27341211,3,Araxá,Minas Gerais,2021-05-21 12:44:19.293,2021-05-22 09:29:40,Suspeito,Marcos
31967704,2,União dos Palmares,Alagoas,2021-05-01 12:27:07.067,2021-05-01 18:00:00,Suspeito,Fernanda
33553751,8,Miraí,Minas Gerais,2021-03-05 14:46:31.967,2021-03-06 14:36:53,Suspeito,Marcos
35056719,10,Manaus,Amazonas,2021-06-05 12:13:46.570,2021-06-05 15:23:00,Suspeito,Marcos
35257382,9,Fortaleza,Ceará,2020-11-28 15:43:24.577,2020-11-29 14:16:16,Suspeito,Marina
35767090,7,Atibaia,São Paulo,2021-05-20 17:19:12.787,2021-05-21 17:14:35,Suspeito,Maria
39256567,6,Vila Velha,Espírito Santo,2021-07-09 13:16:25.640,2021-07-10 12:36:54,Suspeito,Maria
40684190,10,São Gonçalo,Rio de Janeiro,2021-06-18 14:36:51.753,2021-06-18 18:00:00,Suspeito,Maria
43672021,1,Cruzeiro do Sul,Acre,2021-04-18 16:39:35.953,2021-04-19 09:00:00,Suspeito,Fernanda
45007539,3,Itatinga,São Paulo,2021-05-16 11:21:12.033,2021-05-17 12:27:43,Suspeito,Maria
45260155,2,Brasília,Distrito Federal,2021-04-15 15:51:58.987,2021-04-15 18:00:00,Suspeito,Fernanda
48723916,1,Cruzeiro do Sul,Acre,2020-12-27 16:37:32.927,2020-12-27 17:53:49,Suspeito,Marcos
94472551,6,Conceição do Mato Dentro,Minas Gerais,2021-05-29 13:56:24.673,2021-05-30 11:36:57,Suspeito,Maria
107012584,9,Santo Antônio do Descoberto,Goiás,2021-04-01 09:00:00.000,2021-04-01 14:10:41,Suspeito,Marcos
124810530,4,São João de Meriti,Rio de Janeiro,2021-06-28 15:23:17.960,2021-07-01 13:02:21,Suspeito,Maria
172764106,10,Foz do Iguaçu,Paraná,2021-07-12 18:00:00.000,2021-07-15 18:00:00,Suspeito,Maria
25549599,7,Curitiba,Paraná,2021-02-06 17:14:00.933,2021-02-06 18:00:00,Falso Positivo,Marcos
28582911,8,Jericó,Paraíba,2021-07-10 09:31:06.460,2021-07-10 11:31:09,Suspeito,Marcos
36770929,9,Ipanema,Minas Gerais,2021-06-19 15:48:47.613,2021-06-19 18:00:00,Suspeito,Marcos
37476074,5,Presidente Getúlio,Santa Catarina,2021-02-07 17:55:34.723,2021-02-08 15:42:28,Suspeito,Marcos
39235097,8,Irati,Paraná,2020-11-08 10:45:16.967,2020-11-09 10:06:10,Suspeito,Marina
42552056,6,Teixeira de Freitas,Bahia,2020-12-27 09:00:00.000,2020-12-27 14:23:32,Suspeito,Marcos
50239300,6,São Paulo,São Paulo,2020-12-21 18:00:00.000,2020-12-25 15:26:03,Suspeito,Marina
111464348,4,Foz do Iguaçu,Paraná,2021-04-30 10:24:32.537,2021-05-01 09:00:00,Suspeito,Fernanda
201726984,6,São Mateus do Sul,Paraná,2021-01-18 11:36:15.543,2021-01-18 14:02:27,Suspeito,Marina
25210398,9,José Bonifácio,São Paulo,2021-05-03 10:15:53.913,2021-05-06 09:40:42,Suspeito,Marcos
32245255,4,Senhor do Bonfim,Bahia,2021-01-22 15:26:21.217,2021-01-22 17:41:32,Suspeito,Marcos
35691288,5,Pontal do Paraná,Paraná,2021-05-01 10:04:49.060,2021-05-01 18:00:00,Suspeito,Marcos
48859394,4,Santa Cruz,Rio Grande do Norte,2021-05-30 11:01:50.250,2021-05-31 10:11:24,Suspeito,Maria
29043265,6,Astolfo Dutra,Minas Gerais,2021-01-17 16:10:13.673,2021-01-18 10:38:09,Suspeito,Marcos
30570202,10,Serrinha,Bahia,2021-05-17 13:04:29.920,2021-05-20 15:55:31,Suspeito,Marcos
30920781,4,Santana do Garambéu,Minas Gerais,2021-01-24 18:00:00.000,2021-01-25 16:08:37,Suspeito,Marcos
38811559,2,Salvador,Bahia,2021-01-17 18:00:00.000,2021-01-18 17:29:25,Suspeito,Marcos
39037758,6,Santo Amaro da Imperatriz,Santa Catarina,2021-05-06 14:22:42.773,2021-05-07 12:49:54,Suspeito,Marcos
42054250,6,Itacoatiara,Amazonas,2021-07-03 18:00:00.000,2021-07-04 17:58:02,Suspeito,Maria
47708833,6,Jardim,Mato Grosso do Sul,2020-12-03 12:55:18.103,2020-12-03 16:47:53,Suspeito,Marcos
50663095,6,Parauapebas,Pará,2021-06-18 11:15:15.243,2021-06-18 18:00:00,Suspeito,Maria
221560205,6,Santana do Livramento,Rio Grande do Sul,2021-02-06 11:35:19.320,2021-02-06 18:00:00,Suspeito,Marcos
26254247,1,Ponta Grossa,Paraná,2020-12-05 18:00:00.000,2020-12-06 13:42:04,Suspeito,Marcos
29321214,7,Londrina,Paraná,2021-03-01 18:00:00.000,2021-03-04 17:46:44,Suspeito,Marcos
37385547,8,Pomerode,Santa Catarina,2021-04-11 16:59:46.757,2021-04-12 14:15:01,Suspeito,Marcos
81334431,10,Londrina,Paraná,2021-02-05 10:28:06.523,2021-02-05 14:36:02,Suspeito,Marcos
94291303,4,Cabo Frio,Rio de Janeiro,2021-05-01 12:07:17.560,2021-05-01 18:00:00,Suspeito,Fernanda
99885670,7,Tubarão,Santa Catarina,2020-11-26 15:29:16.777,2020-11-27 17:36:14,Suspeito,Marina
130233090,8,Nova Iguaçu,Rio de Janeiro,2021-03-29 15:10:59.900,2021-04-01 11:48:35,Suspeito,Marcos
27136889,10,Porto Seguro,Bahia,2021-05-20 11:01:54.963,2021-05-20 18:00:00,Suspeito,Maria
31259089,7,Nova América da Colina,Paraná,2021-04-15 09:00:00.000,2021-04-15 16:45:23,Suspeito,Fernanda
33196321,7,Itapipoca,Ceará,2021-05-21 12:31:49.523,2021-05-22 12:18:19,Suspeito,Maria
36480446,2,Varginha,Minas Gerais,2021-06-17 15:04:12.973,2021-06-18 12:37:02,Suspeito,Maria
51861428,7,Boa Vista,Roraima,2021-04-29 18:00:00.000,2021-04-30 17:57:55,Suspeito,Marcos
64454643,5,Ijuí,Rio Grande do Sul,2021-02-25 18:00:00.000,2021-02-26 13:47:27,Suspeito,Marcos
144302350,9,São Gabriel da Cachoeira,Amazonas,2021-04-04 10:21:21.427,2021-04-08 12:36:44,Suspeito,Marcos
230510429,7,Nova Mamoré,Rondônia,2021-06-26 13:36:21.000,2021-06-27 12:07:58,Suspeito,Maria
27792570,4,Panambi,Rio Grande do Sul,2021-05-14 14:18:21.563,2021-05-15 14:11:04,Suspeito,Maria
30177788,9,Santa Cruz do Capibaribe,Pernambuco,2021-07-04 18:00:00.000,2021-07-05 18:00:00,Suspeito,Maria
37539856,1,São Paulo,São Paulo,2021-05-23 17:16:07.890,2021-05-24 16:01:09,Suspeito,Marcos
44414938,2,Jaraguá do Sul,Santa Catarina,2020-11-21 14:34:08.090,2020-11-28 10:01:55,Suspeito,Marcos
140540661,10,Anajatuba,Maranhão,2021-03-20 17:00:07.583,2021-03-21 11:06:26,Suspeito,Marcos
151577506,5,Mossoró,Rio Grande do Norte,2020-11-22 10:02:05.757,2020-11-22 17:09:21,Suspeito,Paulo
197673940,10,Paulo Afonso,Bahia,2021-04-16 15:31:47.740,2021-04-17 14:39:45,Suspeito,Fernanda
26208229,5,Tonantins,Amazonas,2021-05-03 18:00:00.000,2021-05-06 14:22:03,Suspeito,Marcos
27306232,6,São João da Mata,Minas Gerais,2021-04-03 17:33:41.773,2021-04-04 15:07:14,Suspeito,Marcos
27711764,9,Tupi Paulista,São Paulo,2021-06-18 11:40:10.137,2021-06-18 18:00:00,Suspeito,Maria
33992978,3,Recife,Pernambuco,2020-12-11 12:50:16.953,2020-12-11 14:47:32,Suspeito,Marina
35925769,2,Olinda,Pernambuco,2020-12-31 14:53:20.073,2020-12-31 18:00:00,Suspeito,Marina
45238168,10,Salete,Santa Catarina,2021-04-11 10:45:30.913,2021-04-11 18:00:00,Suspeito,Marcos
53238195,8,Brasília,Distrito Federal,2021-04-01 18:00:00.000,2021-04-02 18:00:00,Suspeito,Marcos
55024285,3,Uberlândia,Minas Gerais,2020-12-04 17:24:44.707,2020-12-05 15:25:27,Suspeito,Marina
90432189,3,Rio de Janeiro,Rio de Janeiro,2020-12-21 15:30:41.827,2020-12-24 18:00:00,Suspeito,Vivian
92145973,10,Apodi,Rio Grande do Norte,2021-06-13 16:01:04.483,2021-06-14 11:34:19,Suspeito,Maria
166879351,5,Uruguaiana,Rio Grande do Sul,2021-05-27 14:54:57.567,2021-05-28 14:29:17,Suspeito,Maria
